Result,2024-05-29 21:31:08.858149,18
Result,2024-05-29 21:31:55.009608,15
Result,2024-05-29 21:33:08.846203,5
Result,2024-05-29 21:34:25.103373,18
Result,2024-05-29 21:35:10.472828,16
Result,2024-05-29 21:35:23.823227,1
Result,2024-05-30 20:13:34.824348,18
